Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
KT12 5NF,Yes,51.367742,-0.405419,511101,164393,TQ111643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5NG,No,51.371517,-0.413922,510500,164800,TQ105648,"Hersham Village","Elmbridge, unparished area",1980-01-01,1995-01-01,21,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030314,"Elmbridge 010B"
KT12 5NH,Yes,51.36636,-0.403025,511271,164243,TQ112642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5NJ,No,51.365929,-0.39975,511500,164200,TQ115642,"Hersham Village","Elmbridge, unparished area",1981-06-01,1981-12-01,17,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030317,"Elmbridge 014E"
KT12 5NL,No,51.365966,-0.399835,511494,164204,TQ114642,"Hersham Village","Elmbridge, unparished area",1983-01-01,2006-08-01,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5NP,Yes,51.372012,-0.406679,511003,164866,TQ110648,"Hersham Village","Elmbridge, unparished area",1990-07-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5NQ,No,51.366562,-0.401983,511343,164267,TQ113642,"Hersham Village","Elmbridge, unparished area",2007-03-01,2013-02-01,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5NR,Yes,51.373067,-0.405658,511071,164985,TQ110649,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5NS,Yes,51.373705,-0.4043,511164,165058,TQ111650,"Hersham Village","Elmbridge, unparished area",1980-01-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5NT,Yes,51.37307,-0.404472,511154,164987,TQ111649,"Hersham Village","Elmbridge, unparished area",1980-01-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5NU,Yes,51.373179,-0.406537,511010,164996,TQ110649,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5NW,Yes,51.371865,-0.40575,511068,164851,TQ110648,"Hersham Village","Elmbridge, unparished area",1984-10-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5NX,Yes,51.372776,-0.408649,510864,164948,TQ108649,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5NY,Yes,51.372596,-0.40798,510911,164929,TQ109649,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5NZ,Yes,51.371261,-0.406978,510984,164782,TQ109647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5PA,Yes,51.371207,-0.407655,510937,164775,TQ109647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PB,Yes,51.371963,-0.409697,510793,164856,TQ107648,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PD,Yes,51.370877,-0.410468,510742,164734,TQ107647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PE,Yes,51.369101,-0.409545,510811,164538,TQ108645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PF,Yes,51.368924,-0.409027,510847,164519,TQ108645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PG,Yes,51.370236,-0.409736,510794,164664,TQ107646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PH,Yes,51.370839,-0.409047,510841,164732,TQ108647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PJ,Yes,51.371623,-0.40912,510834,164819,TQ108648,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PL,Yes,51.371198,-0.418323,510194,164758,TQ101647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,30,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PN,Yes,51.372886,-0.410125,510761,164958,TQ107649,"Hersham Village","Elmbridge, unparished area",1986-04-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PP,Yes,51.37069,-0.415962,510360,164705,TQ103647,"Hersham Village","Elmbridge, unparished area",1985-10-01,,25,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PQ,No,51.36968,-0.411112,510700,164600,TQ107645,"Hersham Village","Elmbridge, unparished area",1988-03-01,1990-12-01,18,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030314,"Elmbridge 010B"
KT12 5PR,Yes,51.37129,-0.415783,510371,164772,TQ103647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,23,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PT,No,51.367667,-0.39538,511800,164400,TQ117643,"Hersham Village","Elmbridge, unparished area",1980-01-01,1984-12-01,16,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030317,"Elmbridge 014E"
KT12 5PW,Yes,51.37211,-0.417235,510268,164861,TQ102648,"Hersham Village","Elmbridge, unparished area",2000-12-01,,25,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PX,Yes,51.368428,-0.408268,510901,164465,TQ109644,"Hersham Village","Elmbridge, unparished area",2005-07-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5PY,No,51.373011,-0.403426,511227,164982,TQ112649,"Hersham Village","Elmbridge, unparished area",1980-01-01,2021-03-01,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5PZ,Yes,51.370888,-0.399448,511509,164752,TQ115647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QA,Yes,51.370442,-0.397036,511678,164706,TQ116647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QB,Yes,51.370138,-0.397226,511665,164672,TQ116646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QD,No,51.370076,-0.397278,511662,164665,TQ116646,"Hersham Village","Elmbridge, unparished area",1980-01-01,2015-04-01,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QE,Yes,51.370532,-0.399058,511537,164713,TQ115647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QF,Yes,51.370198,-0.399587,511501,164675,TQ115646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QG,Yes,51.369751,-0.397807,511626,164628,TQ116646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030311,"Elmbridge 014A"
KT12 5QH,Yes,51.370583,-0.400148,511461,164717,TQ114647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QJ,Yes,51.370776,-0.40109,511395,164737,TQ113647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QL,Yes,51.370942,-0.40275,511279,164753,TQ112647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QN,Yes,51.370246,-0.403752,511211,164674,TQ112646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QP,Yes,51.368487,-0.404043,511195,164478,TQ111644,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5QQ,Yes,51.369461,-0.397723,511633,164596,TQ116645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030311,"Elmbridge 014A"
KT12 5QS,No,51.368437,-0.409575,510810,164464,TQ108644,"Hersham Village","Elmbridge, unparished area",1999-12-01,2001-03-01,19,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030314,"Elmbridge 010B"
KT12 5QT,Yes,51.368047,-0.40344,511238,164430,TQ112644,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5QU,Yes,51.368721,-0.402756,511284,164506,TQ112645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5QW,Yes,51.368907,-0.404459,511165,164524,TQ111645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QX,Yes,51.369228,-0.402336,511312,164563,TQ113645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QY,Yes,51.36962,-0.402739,511283,164606,TQ112646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5QZ,Yes,51.369857,-0.401624,511360,164634,TQ113646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RB,Yes,51.370211,-0.400563,511433,164675,TQ114646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RD,Yes,51.37013,-0.401874,511342,164664,TQ113646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RE,Yes,51.370686,-0.403047,511259,164724,TQ112647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RF,Yes,51.371539,-0.40431,511169,164817,TQ111648,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RG,Yes,51.370711,-0.404913,511129,164724,TQ111647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RH,Yes,51.369461,-0.404914,511132,164585,TQ111645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RJ,No,51.369602,-0.405369,511100,164600,TQ110645,"Hersham Village","Elmbridge, unparished area",1984-10-01,1997-06-01,16,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030313,"Elmbridge 010A"
KT12 5RQ,Yes,51.369344,-0.406196,511043,164570,TQ110645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RT,No,51.372572,-0.414834,510434,164916,TQ104649,"Hersham Village","Elmbridge, unparished area",1998-06-01,2005-11-01,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5RU,Yes,51.371012,-0.396671,511702,164770,TQ117647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RW,Yes,51.37153,-0.398362,511583,164825,TQ115648,"Hersham Village","Elmbridge, unparished area",2006-05-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RX,Yes,51.371236,-0.397992,511609,164793,TQ116647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5RY,No,51.370423,-0.399593,511500,164700,TQ115647,"Hersham Village","Elmbridge, unparished area",1980-01-01,1991-12-01,16,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030313,"Elmbridge 010A"
